text,clean_text,label
"TOKO JEMBER Promo Discon 50% Keyboard Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS : 085234234117 PIN BB 295C6D02 www.jember-shop.blogspot.com",toko jember promo discon 50 keyboard yahama dakota rupiah 2 8 juta onix3 rupiah 2 2 juta gemini rupiah 800 ribu informasi sms 085234234117 pin bb 295c6d02 link,1
Soalnya ini fitutnya lebih lengkap.,soalnya ini fitutnya lebih lengkap,0
Iya liat mock up nya maksudnya,iya liat mock up nya maksudnya,0
INFO RESMI Tri Care SELAMAT Nomor Anda terpilih mendapatkan Hadiah 1 Unit MOBIL Dri Tri Care Dengan PIN Pemenang: br25h99 info: www.gebeyar-3care.tk,informasi resmi tri care selamat nomor anda terpilih mendapatkan hadiah 1 unit mobil dari tri care dengan pin pemenang br25h99 informasi link,1
"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",promo poin spesial tukarkan 20 tselpoin kamu dengan 20menit 100sms atau 20mb di 700 20 periode promo 11 31 juli 2016 informasi hubungi 188,1
Aku mau nyari data yang dibutuhin dari tabel mana aja.,saya mau nyari data yang dibutuhin dari tabel mana saja,0
Nikmati Discount 20% di Bakmi GM setiap hari hny dgn TCASH TAP! S&K berlaku. Info tsel.me/tappromo,nikmati discount 20 di bakmi gm setiap hari hny dengan tcash tap s k berlaku informasi tsel me tappromo,1
"GRATIS 10GB! Bagi yg blm mengganti kartu SIM menjadi SIM 4G, tukarkan skrg di gerai IndosatOoredoo terdekat dan nikmati GRATIS 10GB di jaringan 4G.",gratis 10gb bagi yang belum mengganti kartu sim menjadi sim 4g tukarkan sekarang di gerai indosatooredoo terdekat dan nikmati gratis 10gb di jaringan 4g,1
"NAGAMAS ELECKTRONIK BB Dakota>2,4jt BB Davis>900rb BB Gemini>rbq BB Torch>1,7jt DLL Call. 085777779458 Sms. 0818433247 Pin BB: 2A550530 www.nagamas-cell.com",nagamas elecktronik bb dakota 2 4jt bb davis 900rb bb gemini rbq bb torch 1 7jt dll call 085779458 sms 0818433247 pin bb 2a550530 link,1
Permintaan Anda akan segera kami proses untuk keyword REG GITA dari layanan PT. Hypermind,permintaan anda akan segera kami proses untuk keyword reg gita dari layanan pt hypermind,1
Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf,plgn yang terhormat anda mendpt hadiah 1 unit mobil suzuki ertiga dari pt hm sampoerna tbk pin anda f77a47h untuk informasi klik link,1
3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com   ,3 ramadhan selamat anda pemenang rupiah 100jt pin code 7y7r8k9z informasi link,1
Plg/Yth!! nomor anda resmi terpilih sebagai pemenang hadiah ke-2 dari PT.M- tronik No Pin:  2g43f79  U/Info pengurusan hadiah anda klik:www.gebyarmtronik.tk,pelanggan yang terhormat nomor anda resmi terpilih sebagai pemenang hadiah ke 2 dari pt m tronik no pin 2g43f79 untuk informasi pengurusan hadiah anda klik link,1
Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ? ,pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak,0
"Tolong uangnya Di transfer sekarang aja ke bank BNI: 022-741-3681. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",tolong uangnya di transfer sekarang saja ke bank bni 022 741 3681 a n friska ananda sms kalau sudah di transfer trimksi see more at link,1
Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,makanya sebelum tibatiba layarnya hitam gt diapain jatoh,0
Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,surat keputusan dari tricare indonesia no xv 2015 pin pemenang 8jf2177 mendapatkan 1toyota yaris untuk informasi kunjungi link atau blogspot com,1
Kumpul dulu aja di lab basdat biar bareng2,kumpul dulu saja di lab basdat biar bareng2,0
"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",jika jemari tidak mampu berjabat dan batin ini rindu akan keikhlasan maaf hanya lewat pesan ini jemariku bersilaturahmi mohon maaf lahir dan batin,0
Aku jg blm berangkt wkwk,saya juga belum berangkt tertawa,0
Yg ragu sm bulet/datar atau yg pgn ikutan debat kusir :v,yang ragu sama bulet datar atau yang pgn ikutan debat kusir v,0
Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,segera aktivasi rekening btpn wow anda ketik 247 tekan yes call lalu untuk pin rahasia anda informasi lengkap hubungi 1500300,1
pelanggan yth. SIMCARD Anda sbg pemenang Mendapatkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8jf2177 dari GEBYAR UNDIAN 3 CARE Untuk Info lenkap klik: www.infoundian-3care.blogspot.com,pelanggan yang terhormat simcard anda sbg pemenang mendapatkan hadiah mobil toyota all new yaris pin 8jf2177 dari gebyar undian 3 care untuk informasi lenkap klik link,1
"Jumat BAIK promo, BRONET 24Jam 1GB 30hr Rp10900 dan BRONET 4GB 60hr (24Jam 2GB + 00-06 2GB) Rp24900. SEGERA aktifkan paketnya melalui *123*888#.Info838.LD268",jumat baik promo bronet 24jam 1gb 30hr rp10900 dan bronet 4gb 60hr 24jam 2gb 00 06 2gb rp24900 segera aktifkan paketnya melalui 123 88 info838 ld268,1
"Hallo Bro, beli koin games pakai pulsamu yuk, mudah banget loh sob, cek http://tsel.me/jajanonline",hallo bro beli koin games pakai pulsamu yuk mudah banget loh sob cek link,1
"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",alhamdulillah makasih yaa sudah meluangkan waktu,0
"Hayu dateng, mumpung ada ustad Fatih karim,beliau yg mengislamkan ustad Felix siaw",hayu dateng mumpung ada ustad fatih karim beliau yang mengislamkan ustad felix siaw,1
"Ini bpk tolong belikan dulu pulsa 20ribu di no barunya bpk karna lagi ada masalah di kantor polisi dan jangan dulu tlp/sms nanti bpk yg tlp, penting.",ini bpk tolong belikan dulu pulsa 20ribu di no barunya bpk karena lagi ada masalah di kantor polisi dan jangan dulu telepon sms nanti bpk yang telepon penting,1
Selamat No.SIM Card Anda M-dptkan HADIAH {1} UNIT MOBIL TOYOTA YARIS PIN:8JF2177 U/INFO Hub: 0895343233477 klik www.info-hadiahtricare.blogspot.co.id awas penipuan,selamat no sim card anda m dptkan hadiah 1 unit mobil toyota yaris pin 8jf2177 untuk informasi hubungi 0895343233477 klik link awas penipuan,1
PT M-TRONIK Telah hubungi anda namun tdk tersambung no anda resmi meraih hadiah ke-2 pin 25e477r cek hadiah anda di www.hadiahmtronik-2016.tk,pt m tronik telah hubungi anda namun tidak tersambung no anda resmi meraih hadiah ke 2 pin 25e477r cek hadiah anda di link,1
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",tour travel dptkan tiket pesawat promo domestik internasional mudah aman booking online 24 jam hubungi telepon 08131447669 atau websete di link,1
"PT.INDOFOOD.tbk menyampaikan bahwa anda telah resmi menangkan uang Rp.49jt dari pop mie No.PIN XY7QD77, Info lengkap Klik www.undianindofood-tbk.jimdo.com",pt indofood tbk menyampaikan bahwa anda telah resmi menangkan uang rupiah 49jt dari pop mie no pin xy7qd77 informasi lengkap klik link,1
"RUMAH&TANAH yg mau di jual,sy IBU AYU sdh SURVEI dan berminat u/membeli Mslh hrg Mhn hub suami saya 085282157222 Dr.HJ.SOPIAN",rumah tanah yang mau di jual saya ibu ayu sudah survei dan berminat untuk membeli mslh hrg mhn hubungi suami saya 08528215722 dari hj sopian,1
"Penawaran terbatas software SMS gateway utk iklan SMS, pilkada, sekolah, instansi, kampus dll. Harga promo rp. 100.000 hub:jasa advertising corp 085727088813 24jam.",penawaran terbatas software sms gateway untuk iklan sms pilkada sekolah instansi kampus dll harga promo rupiah 100 00 hubungi jasa advertising corp 08572708813 24jam,1
Sekalian aku mau nanya alur dari rawat inap ke lab sama radiologi. Kalau obat kan ga ada yang ngolah.,sekalian saya mau nanya alur dari rawat inap ke lab sama radiologi kalau obat kan tidak ada yang ngolah,0
Nikmati EXTRA 2GB 4G LTE + EXTRA voucher belanja hingga 100rb dg beli pkt FLASH 1GB/30hr mulai Rp 43rb di *363*49# Cek tarif di tsel.me/FL SKB,nikmati extra 2gb 4g lte extra voucher belanja hingga 100rb dg beli pkt flash 1gb 30hr mulai rupiah 43rb di 363 49 cek tarif di tsel me fl skb,1
Engga tau sep ntr di kosan aku cek sepertinya tidak ada semalam aku liat,engga tau sep nanti di kosan saya cek sepertinya tidak ada semalam saya liat,0
"InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt",insyaallah ikhlas mel asa sudah di bahas digrup kan terus yang responnya gt,0
"Hbd nama1 , cepet sidang cepet wisuda yaaa aamiiiin",hbd nama1 cepet sidang cepet wisuda yaa aamiin,0
"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims ",assalamualaikum pak mau nanya seputar mobcom sp apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti saja pak trims,0
"Selamat,No SimCard Anda Resmi M-dptkan HADIAH 1 Unit HONDA JAZZ Dari, Tri 3Care PIN PEMENANG Anda 25ZT67KM U/Info Cek Pin Klik: www.infohadiahtricare.ml",selamat no simcard anda resmi m dptkan hadiah 1 unit honda jazz dari tri 3care pin pemenang anda 25zt67km untuk informasi cek pin klik link,1
"Maaf‟ Cuma ingatkan soal kontrakan kalau mau diteruskan/bayar, Harap ke Bpk Chandra, No: 082374910777, Soalnya sys dh kuasakan sepenuhnya. Maaf Cuma sms",maaf cuma ingatkan soal kontrakan kalau mau diteruskan bayar harap ke bpk chandra no 08237491077 soalnya sys dh kuasakan sepenuhnya maaf cuma sms,1
Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,terima kasih telah menjadi sahabat indosatooredoo mau tahu rahasia2 terheboh artis artis top bonus gratis nelpon 60 menit telepon 700 1,1
BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,belanja online toko resky discon 50 bb laptop samsung ipad nokia dll untuk pemesanan order call sms 085322699 kunjungi web kami di link,1
nama table table pasien_irj dan gnti data_pasien. lupa,nama table table pasien irj dan gnti data pasien lupa,0
Gara gara batman. Pdhl udh diulang,gara gara batman pdhl sudah diulang,0
"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",jadinya mau apa sok sebagian dari uang kas kira2 berapa,0
Biasanya dia bukannya ke subang ya kalo weekend,biasanya dia bukannya ke subang ya kalau weekend,0
NIKMATI INDOSAT SUPER 3G+ utk Internetan ckp 10rb/minggu dpt Kuota 225MB(50MB+Bonus 175MB jam 00-06)Kecepatan hgg3.6Mbps.tekan *123*4*1*1# syarat berlaku hub:100,nikmati indosat super 3g untuk internetan ckp 10rb minggu dapat kuota 225mb 50mb bonus 175mb jam 00 06 kecepatan hgg3 6mbps tekan 123 4 1 1 syarat berlaku hubungi 100,1
"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",ass maaf saya wahyu mengenai mobil bpk yang mau di jual saya sudah lihat dan cocok untuk nego hrg silahkan hubungi saudara saya di 081219550857 dengan pak jusman safei tp,1
"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",promo beli paket flash mulai 1 3 gb di my telkomsel app dapat extra nelpon hingga 100mnt 1hr buruan promo terbatas s k,1
Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,assalamu alaikum wr wb berikut daftar penguji pla tahap 4,0
Nikmati Disc.40% utk Dominos Pizza Premium BIG PARTY WEEKEND.Harga Mulai Rp.48rb.Berlaku dine in/take away s/d 8 May'16.Kunjungi store terdekat/hubungi 1500366,nikmati disc 40 untuk dominos pizza premium big party weekend harga mulai rupiah 48rb berlaku dine in take away s d 8 may 16 kunjungi store terdekat hubungi 1500366,1
PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda Resmi meraih hadiah ke-1 Dengan kode PIN Anda {8JF2177} U/Info Hadiahlik: www.berkat-isiulang3care.blogspot.com,pesan resmi pt 3care indonesia berkat isi ulang no anda resmi meraih hadiah ke 1 dengan kode pin anda 8jf2177 untuk informasi hadiahlik link,1
Ada yg lain kok ikan tahu tempe,ada yang lain kok ikan tahu tempe,0
Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,tri berbagi bonus pulsa di bulan pernuh berkah isi pulsa min 5rb dapet bonus pulsa 10rb untuk nelp ke nmr tri hanya hari ini saja ayo buruan isi pulsa t496,1
Ga ada birthday nya? Wkwk,tidak ada birthday nya tertawa,0
"Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu",yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external saja cari temen yang punya case nya entar datanya copy in paling maneh ngerjain di luar dulu saja tidak di laptop itu,0
Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,kirimi dulu pulsa 20ewu di no ini 085285485839 mas agus,1
biasana sih pak nama1 sampe jam 12 kan di kampus?,biasana sih pak nama1 sampe jam 12 kan di kampus,0
Belum de.. Saya kagi nyoba ngejar..,belum de saya kagi nyoba ngejar,0
nama1 .. Saya masih di perjalanan.. Besok aja habis jumatan ketemu di kanto.. Web service nya juga sudah bisa di akses,nama1 saya masih di perjalanan besok saja habis jumatan ketemu di kanto web service nya juga sudah bisa di akses,0
"untuk dwm soal klasifikasi, algoritma yang menjadi dasar adalah random forest dengan akurasi model kira2 0.8. Setelah menggunakan data test (data yg saya berikan kemarin di UAS untuk diprediksi), akurasi yg didapat adalah 0.75. Jika mhs mendapat akurasi 0.75 dia akan mendapat nilai maksimal (20point). Akurasi tertinggi 0.77 diperoleh oleh nama1",untuk dwm soal klasifikasi algoritma yang menjadi dasar adalah random forest dengan akurasi model kira2 0 8 setelah menggunakan data test data yang saya berikan kemarin di uas untuk diprediksi akurasi yang didapat adalah 0 75 jika mhs mendapat akurasi 0 75 dia akan mendapat nilai maksimal 20point akurasi tertinggi 0 77 diperoleh oleh nama1,0
"Murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",murah nuy 30seorang drpd naik angkot bisa 15rebu belum ngetem macet gt,0
Kalau gamepro uasnya materi atau praktek Pak?,kalau gamepro uasnya materi atau praktek pak,0
"Plg yth,Mohon memberikan nilai kepuasan pengalaman layanan Telkomsel ketik 1 utk bhs Indonesia & Type 2 for English send to 1166(FREE) (for int'l charged)",pelanggan yang terhormat mohon memberikan nilai kepuasan pengalaman layanan telkomsel ketik 1 untuk bhs indonesia type 2 for english send to 1166 free for int l charged,1
"SLMT!! No Anda men-dpt hadiah dr:pengundian PT.TELKOMSEL No pin b89c7... Untuk melihat Hadiah Anda, silakan klik : www.telkomselpoin2222.webs.com",selamat no anda men dapat hadiah dari pengundian pt telkomsel no pin b89c7 untuk melihat hadiah anda silakan klik link,1
Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,ikuti jobfairactive ujiklyakankerjaberstifikat user 9feb13 dptkan platihan intrview rekom kerja ke ribuan ph informasi link,1
Rasa mau sidang bulan depaaan mel. Jahaaat pisaaan,rasa mau sidang bulan depaan mel jahaat pisaan,0
Ke kantor siang aja..,ke kantor siang saja,0
"Sama ingetin ya, ini kan web nya mau di publish, kita kan ikut develop tuh, nah di web nya ada nama kita atau jurusan ga?",sama ingetin ya ini kan web nya mau di publish kita kan ikut develop tuh nah di web nya ada nama kita atau jurusan tidak,0
Masak dikosan aku mau makan orek buatan kamu min,masak dikosan saya mau makan orek buatan kamu min,0
"RESMI dari indosat NO anda 0815XXXXXXX terpilih sebagai pemenang poin plus-plus PIN Pemenang Anda (b89c7h9) u/info klik www.semarak-poinplusplus-2013.webs.com"" (sms ini dikirim dari no 085798428715)",resmi dari indosat no anda 0815xx terpilih sebagai pemenang poin plus plus pin pemenang anda b89c7h9 untuk informasi klik link sms ini dikirim dari no 085798428715,1
ok. minta yang data dummy diagnosa_pasien ya. punten. makasih,ok minta yang data dummy diagnosa pasien ya punten makasih,0
Pelanggan Yth..M-KIOS CELL Menawarkan pendaftaran Cip M-kios & Token PLN harga pulsa :V5: Rp.4300 V10: 8300 Utk bergabung Ketik INFO kirim ke 089652018503,pelanggan yang terhormat m kios cell menawarkan pendaftaran cip m kios token pln harga pulsa v5 rupiah 4300 v10 8300 untuk bergabung ketik informasi kirim ke 089652018503,1
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",lebay gt katanya meni gitu ama mamanya teh tidak blg2,0
"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",bisa kurang dari 15rb tidak pak sebelumnya kita pernah acara sama bebek komar sekitar iti 13 5rb awal tahun 2015,0
NASIB:Nutrisi otak slh 1 nya berfikir positif. klo sdh segala hal bs jd ilmu. dpt wallppr di http://m.m4in.biz/r?jXPC42 STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018,nasib nutrisi otak slh 1 nya berfikir positif klo sudah segala hal bs jd ilmu dapat wallppr di link stop 123 66 ketik unreg nasib ke 92828 cs 087789917018,1
"Kartu 4G-LTE Anda telah aktif Dapatkan kuota tambahan sd 10GB&konten menarik dijaringan 4G, hub *123*46#. Info lokasi www.indosatooredoo.com/4G",kartu 4g lte anda telah aktif dapatkan kuota tambahan sd 10gb konten menarik dijaringan 4g hubungi 123 46 informasi lokasi link,1
Min lg dmn? Mo ngambil sertifikat yg kompas hihu,min lagi dmn mo ngambil sertifikat yang kompas hihu,0
Kalian udh brp kali bimbingan? Ngomongin apa aja aku blm pernah,kalian sudah brp kali bimbingan ngomongin apa saja saya belum pernah,0
Food Teh maksudnya bukan beras kan kang? ,food teh maksudnya bukan beras kan kang,0
Terima kasih telah melakukan pengisian di counter kami WAR PUL CELL. Info: kami Melayani pembayaran tagihan PLN,terima kasih telah melakukan pengisian di counter kami war pul cell informasi kami melayani pembayaran tagihan pln,1
Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,bpk ibu mengenai rekening anda terpilih sebagai pemenang cek 35jt dari bni untuk informasi klik link kode cek 03299757 hubungi 085288991559,1
Mau Pergi Dari Hatiku nya Aliando di HP kamu? Ambil NSP GRATIS nya dengan akses ke *600# dan dapatkan promo gratis lainnya sesuai hobimu!,mau pergi dari hatiku nya aliando di handphone kamu ambil nsp gratis nya dengan akses ke 600 dan dapatkan promo gratis lainnya sesuai hobimu,1
